timestamp,epochs,loss,acc,val_loss,val_acc
2019-03-11 21:54:05.871938,1,1.563016108104161,0.41785714285714287,1.2486670528139387,0.4785714285714286
2019-03-11 21:54:10.673817,2,0.8004747714315142,0.6892857142857143,0.7900157400539943,0.6785714285714286
2019-03-11 21:54:15.477396,3,0.3614578465265887,0.8535714285714285,0.3371777662209102,0.8785714285714286
2019-03-11 21:54:20.307527,4,0.21881305319922312,0.9321428571428572,0.14698549040726253,0.9642857142857143
2019-03-11 21:54:25.063411,5,0.10261308566467571,0.9714285714285714,0.2590208149382046,0.9071428571428571
2019-03-11 21:54:29.843458,6,0.09499980778699475,0.9785714285714285,0.09215117831315313,0.9642857142857143
2019-03-11 21:54:34.663999,7,0.1165005394889574,0.9589285714285715,0.25982384170804707,0.8928571428571429
2019-03-11 21:54:39.457711,8,0.050728953044329374,0.9857142857142858,0.04101674258708954,0.9928571428571429
2019-03-11 21:54:44.275751,9,0.019272911526578746,0.9964285714285714,0.05457680033785956,0.9785714285714285
2019-03-11 21:54:49.097008,10,0.05822605688341095,0.975,0.4664006589778832,0.8714285714285714
